,,,,,,,,,,,,,,,
39.932788333333335,,,,,,,,,,,,,,,
40.06108166666667,40.80772333333333,,,,,,,,,,,,,,
39.954676,39.93997266666667,40.05133266666667,,,,,,,,,,,,,
40.10108833333334,41.04830566666667,40.05174966666666,40.896905,,,,,,,,,,,,
40.06186499999999,40.75086866666666,40.783668333333324,40.04765899999999,39.961521,,,,,,,,,,,
40.082592000000005,39.88954099999999,40.020758666666666,41.00201299999999,40.91272933333334,40.798141333333334,,,,,,,,,,
40.00070166666667,40.020220333333334,40.043071000000005,40.90113766666667,39.96571333333333,40.177479,39.919810000000005,,,,,,,,,
39.911979,39.982905,40.89650633333334,40.099346000000004,39.97841833333333,40.88564300000001,40.093893333333334,40.897191333333325,,,,,,,,
39.92840466666666,40.007834,39.985908666666674,40.07276333333333,40.89488933333333,41.007784,40.90238866666667,39.99426766666667,39.89149466666667,,,,,,,
40.05591633333334,40.799423,40.82654033333333,40.04728733333334,40.93693533333334,40.91997100000001,40.87217533333333,39.94365533333333,40.860769999999995,40.830575333333336,,,,,,
40.82236799999999,40.07411233333333,40.060576000000005,40.217770666666674,40.83949733333333,39.96516666666666,40.791915,40.11836233333333,39.957977,40.862022333333336,40.85968,,,,,
40.06034266666667,40.159245333333324,39.976507,40.88442166666666,40.84750366666666,39.997570666666675,40.02790533333334,40.03993199999999,40.00770166666666,40.920662333333325,40.03016233333332,40.01684633333333,,,,
40.803575333333335,39.972586666666665,40.94497066666666,40.98310933333333,40.103118,39.99323600000001,39.95391633333333,40.13584466666667,40.00375366666667,40.86911633333333,40.90325466666666,40.13409366666667,40.80991966666667,,,
40.061868,39.90938,39.944571333333336,39.98220166666667,39.914037666666665,40.844806333333324,40.23975433333334,40.86239833333333,40.94297733333333,39.98293966666666,39.979610666666666,39.95844866666667,40.82804166666667,39.99290866666667,,
41.035804000000006,40.93948233333333,40.110591,39.94111533333334,40.003888999999994,40.838241000000004,39.93251733333332,40.02226233333334,40.089167333333336,40.13966633333334,40.94035633333333,39.97355099999999,40.036772,40.047003,40.10219533333334,
